Metric,Value,Corruption Type,Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Corruption level
top_2_accuracy_source_3_corrupt_False_level_0,0.829687476,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.586718738,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.735937476,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_True_level_10,0.581250012,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_True_level_10,0.747656226,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.621874988,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.798437476,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.641406238,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.806249976,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.624218762,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.810937524,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.634374976,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.814843774,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.617316246,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.78913182,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.644299984,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.811200023,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_True_level_25,0.534902573,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.676136374,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.522569418,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.676215291,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.649218738,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.825781226,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.653906226,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.828906238,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.513281226,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.661718726,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.51953125,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.663281262,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.651562512,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.825781226,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.654687524,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.822656274,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.655468762,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.821093738,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.65625,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.8125,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.602186322,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.762595057,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.654600024,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.822700024,c_lbf,2,25,0.25,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_25,0.523538947,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.667207778,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.511284709,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.661458313,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.63671875,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.823437512,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.653906226,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.832812488,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.507031262,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.647656262,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.517968774,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.66015625,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.638281226,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.815625012,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.659375012,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.825781226,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.643750012,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.810937524,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.616406262,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.80078125,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.591888487,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.755861878,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.646300018,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.815999985,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_25,0.523538947,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.667207778,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.511284709,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.661458313,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.63671875,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.823437512,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.653906226,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.832812488,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.507031262,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.647656262,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.517968774,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.66015625,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.638281226,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.815625012,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.659375012,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.825781226,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.643750012,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.810937524,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.616406262,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.80078125,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.591888487,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.755861878,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.646300018,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.815999985,c_lbf,2,25,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_10,0.612012982,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.759740233,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.602430582,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.762152791,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.646875024,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.826562524,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.65234375,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.826562524,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.607812524,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.755468726,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_True_level_10,0.5859375,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_True_level_10,0.753125012,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.641406238,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.80859375,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.642187476,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.800000012,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.635156274,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.823437512,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.645312488,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.817968726,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.627455652,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.79380542,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.656700015,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.823599994,c_lbf,2,25,1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_True_level_10,0.621753275,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.769480526,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.618923604,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.763020813,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.657031238,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.827343762,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.653906226,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.827343762,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.609375,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.758593738,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_True_level_10,0.59375,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_True_level_10,0.748437524,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.662500024,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.817187488,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.65625,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.821874976,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.65234375,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.828125,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.654687524,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.821093738,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.638307989,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.798716724,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.666999996,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.834500015,c_lbf,2,25,0.5,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_True_level_25,0.517045438,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.646103919,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.522569418,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.657118082,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.639062524,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.817187488,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.642968774,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.823437512,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.502343774,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.646875024,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.513281226,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.640625,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.626562476,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.810156226,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.649218738,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.811718762,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.631250024,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.806249976,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.628125012,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.8046875,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.588165402,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.747702777,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.641300023,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.806999981,c_lbf,2,25,0.5,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_25,0.512175322,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.644480526,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.498263896,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.623263896,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.63671875,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.8125,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.64453125,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.826562524,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.487500012,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.6484375,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.501562476,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.646875024,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.62890625,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.80078125,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.618749976,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.807031274,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.620312512,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.793749988,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.618749976,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.800000012,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.577788353,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.741920173,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.630599976,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.805299997,c_lbf,2,50,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_25,0.521915555,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.659090936,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.517361104,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.633680582,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.623437524,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.806249976,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.640625,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.822656274,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.495312512,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.654687524,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.503125012,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.641406238,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.625781238,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.803906262,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.657031238,c_lbf,2,25,1,1.6,0,4,"[0.25, 0.25, 0.25, 0.25]"
